GRUPO,FAMILIA,ESP,ESPECIE,AUTOR,NOMBREE,NOMBREI,A,B,LINF,K,T0,MED,INCREM,NODC,GT,APHIA
2,Euphausiidae,203,Thysanopoda acutifrons,"Holt and Tattersall, 1905",Eufausiáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,POLYCHELIDAE,204,Stereomastis sculpta,"(Smith, 1880)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Epimeriidae,205,Epimeria parasitica,"Sars, 1858",Anfípodo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,OPLOPHORIDAE,207,Oplophoridae,"Dana, 1852",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Crangonidae,208,Metacrangon jacqueti,"(A. Milne-Edwards, 1881)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,PASIPHAEIDAE,209,Psathyrocaris sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Geryoniodae,210,Chaceon affinis,(A. Milne-Edwards & Bouvi,Cangrejo real,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,211,hyperiidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Inachidae,212,Macropodia longirostris,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,EUPHAUSIIDAE,218,Stylocheiron sp,,Eufausiáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,BALANIDAE,219,Balanus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,ALPHEIDAE,220,Alpheus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Trischizostomatidae,221,Trischizostoma nicaeense,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,MUNIDIDAE,555,TOTAL MUNIDAS,,Munidas,,0.000000,0.000000,0.00,0.00,0.00,2,1,,17,
2,LEPADIDAE,222,Lepas anatifera,"Linnaeus, 1758",Percebe pelágico,Pelagic goose barnac,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Penaeidae,224,Funchalia woodwardi,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,225,Crangonidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Palinuridae,226,Palinurus mauritanicus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pandalidae,88,Plesionika antigai,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Alpheidae,214,Alpheus macrocheles,,La cheli,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,227,Caridea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Spongicolidae,229,Spongicoloides koehleri,"(Caullery, 1896)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,APSEUDIDAE,230,Apseudes sp.,,Tanaidáceo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,MYSIDAE,232,Boreomysis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,HIPPOLYTIDAE,233,Hippolytidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,0,,0,
2,Munididae,234,Munida rugosa,"(Fabricius, 1775)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,237,Cirripedia,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,,238,Munidopsis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,CIROLANIDAE,242,Natatolana sp.,"Bruce, 1981",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Euphausiidae,240,Stylocheiron maximum,"Hansen, 1908",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Euphausiidae,241,Nematobrachion boopis,"(Kalman, 1905)",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,CIROLANIDAE,243,Politolana sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,MYSIDAE,244,Mysidetes sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,CYMOTHOIDAE,245,Cymothoidae,"Leach,1818",,fish doctors,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Oedicerotidae,246,Oediceropsis brevicornis,"Liljeborg, 1865",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Lysianassidae,247,Tryphosites alleni,"Sexton, 1911",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Pardaliscidae,248,Nicippe tumida,"Bruzelius, 1859",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Eusiridae,249,Rhachotropis rostrata,"Bonnier, 1896",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,OEDICEROTIDAE,250,Oedicerotidae,"Lilljeborg,1865",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,EUSIRIDAE,251,Rhachotropis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,LYSIANASSIDAE,252,Hippomedon sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,EUSIRIDAE,253,Eusirus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,LYSIANASSIDAE,254,Tryphosites sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,SPHAEROMATIDAE,255,Sphaeromatidae,"Latreille,1825",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Synopiidae,256,Syrrhoe affinis,"Chevreux, 1908",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,,257,CUMACEA,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Chirostylidae,258,Gastroptychus formosus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Chirostylidae,262,Uroptychus rubrovittatus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Munidopsidae,263,Munidopsis serricornis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
2,Oplophoridae,264,Oplophorus spinosus,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,HYPERIIDAE,265,Themisto gaudichaudii,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,EUCOPIIDAE,266,Eucopia sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,,267,Ostracoda,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Munidopsidae,268,Galacantha rostrata,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Benthesicymidae,269,Gennadas brevirostris,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Stenopodidae,270,Richardina spinicincta,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,Solenoceridae,271,Hymenopenaeus debilis,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
2,SOLENOCERIDAE,272,Solenocera sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Loliginidae,1,Alloteuthis media,"(Linnaeus, 1758)",Calamarín menor,Midsize squid,0.000000,0.000000,0.00,0.00,0.00,2,1,5706010402,15,
3,Loliginidae,2,Alloteuthis subulata,"(Lamarck, 1798)",Calamarín picudo,Europ. common squid,0.000000,0.000000,0.00,0.00,0.00,2,1,5706010401,15,
3,APORRHAIDAE,3,Aporrhais pespelicani,"(Linnaeus, 1758)",Pie de pelícano,Common pelican-foot,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Aporrhaidae,4,Aporrhais serresianus,"(Michaud, 1828)",Pie de ganso,Serre's pelic. foot,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Octopodidae,5,Bathypolypus arcticus,"(Prosch, 1849)",Pulpito violáceo,North atlantic octop,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,Octopodidae,6,Bathypolypus sponsalis,"(P. Fischer & H. Fischer,",Pulpito,Globose octopus,0.000000,0.000000,0.00,0.00,0.00,1,1,,16,
3,Calliostomatidae,7,Calliostoma granulatum,"(Born, 1778)",Peonza granulosa,Shining top-shell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Buccinidae,8,Colus gracilis,"(da Costa, 1778)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,CYMATIIDAE,9,Charonia lampax,(L.),Caracola,Knobbed triton,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Octopodidae,10,Eledone cirrhosa,"(Lamarck, 1798)",Pulpo blanco,Horned octopus,0.000000,0.000000,0.00,0.00,0.00,1,1,5708010501,16,
3,Cassidae,11,Galeodea rugosa,"(Linnaeus, 1771)",Casco tirreno,Rugose bonnet,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Ommastrephidae,12,Illex coindetii,"(VÚrany, 1839)",Volador,Broadtail squid,0.000000,0.000000,0.00,0.00,0.00,1,1,,15,
3,Loliginidae,13,Loligo forbesi,"Steenstrup, 1857",Calamar veteado,Veined squid,0.000000,0.000000,0.00,0.00,0.00,1,1,,15,
3,Loliginidae,14,Loligo vulgaris,"Lamarck, 1798",Calamar,European squid,0.000000,0.000000,0.00,0.00,0.00,1,1,5706010105,15,
3,Naticidae,15,Euspira fusca,"(Blainville, 1825)",Lunero marrón,Brown moon-shell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,MURICIDAE,16,Murex sp.,,,Murex,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,NASSARIIDAE,17,Hinia reticulata,"(Linnaeus, 1758)",Bruja,Netted nassa,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,BUCCINIDAE,18,Buccinum sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Buccinidae,19,Neptunea contraria,"(Linnaeus, 1771)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Octopodidae,20,Callistoctopus macropus,"(Risso, 1826)",Pulpo patudo,White-spotted octop.,0.000000,0.000000,0.00,0.00,0.00,1,1,,16,
3,Octopodidae,21,Octopus vulgaris,"Cuvier, 1797",Pulpo común,Common octopus,2.895000,2.313000,0.00,0.00,0.00,1,1,5708010202,16,
3,OPISTHOTEUTHIDAE,22,Opisthoteuthis agassizii,"Verrill, 1896",Pulpo,,0.000000,0.000000,0.00,0.00,0.00,1,1,,16,
3,Pinnidae,23,Atrina pectinata,"(Linnaeus, 1767)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Pteriidae,24,Pteria hirundo,"(Linnaeus, 1758)",Avícula de Taranto,European wing oyster,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,GRYPHAEIDAE,25,Neopycnodonta,"Fischer von Waldheim,1835",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Ranellidae,26,Ranella olearium,"(Linnaeus, 1758)",Caracola rugosa,Horse conch,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiolidae,27,Rossia macrosoma,"(Delle Chiaje, 1830)",Globito robusto,Stout bobtail,0.000000,0.000000,0.00,0.00,0.00,1,1,5704020104,16,
3,Scaphandridae,28,Scaphander lignarius,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,5110040304,20,
3,Cassidae,29,Semicassis saburon,"(BruguiÞre, 1792)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiidae,30,Sepia elegans,"Blainville, 1827",Choquito,Elegant cuttlefish,0.000000,0.000000,0.00,0.00,0.00,1,1,5704030101,16,
3,Sepiidae,31,Sepia officinalis,"Linnaeus, 1758",Sepia,Common cuttlefish,0.000000,0.000000,0.00,0.00,0.00,1,1,5704030102,16,
3,Sepiidae,32,Sepia orbignyana,"FÚrussac, 1826",Choquito picudo,Pink cuttlefish,0.000000,0.000000,0.00,0.00,0.00,1,1,,16,
3,SEPIOLIDAE,33,Sepiola sp.,,Globito,Bobtail,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,Ommastrephidae,34,Todarodes sagittatus,"(Lamarck, 1798)",Pota europea,Europ. flying squid,0.010200,3.310000,0.00,0.00,0.00,1,1,5707150102,15,
3,Ommastrephidae,35,Todaropsis eblanae,"(Ball, 1841)",Pota costera,Lesser flying squid,0.000000,0.000000,0.00,0.00,0.00,1,1,5707150801,15,
3,Cardiidae,36,Acanthocardia aculeata,"(Linnaeus, 1758)",Marolo,Spiny cockle,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,MURICIDAE,37,Ocinebrina sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,CORALLIOPHILIIDAE,38,Coralliophila sp.,,Coralera,Coral-shell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Buccinidae,39,Colus jeffreysianus,"(P. Fischer, 1868)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,CARDIIDAE,40,Laevicardium sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,CARDIIDAE,41,Cardium sp.,,Berberecho,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,CARDIIDAE,42,Cerastoderma sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,,43,Scaphopoda,,Diente,Toot shell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Histioteuthidae,44,Histioteuthis reversa,"(Verrill, 1880)",Joyeluria invertida,Reverse fewell squid,0.000000,0.000000,0.00,0.00,0.00,2,1,5707110102,15,
3,Veneridae,45,Venus verrucosa,"Linnaeus, 1758",Escupiña grabada,Warty venus,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Volutidae,46,Cymbium olla,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Chitonidae,49,Chiton olivaceus,"Spengler, 1797",Quitón,Chiton,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Tonnidae,50,Tonna galea,"(Linnaeus, 1758)",Caracola tonel,Giant tun,0.000000,0.000000,0.00,0.00,0.00,2,1,5103800101,20,
3,VENERIDAE,51,Venus sp.,,Venus,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,GLYCIMERIDAE,52,Glycimeris glycimeris,"(Linnaeus, 1758)",Almendra de mar,Com.Eur. Bittersweet,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,CORALLIOPHILIIDAE,53,Coralliophila squamosa,"(Say, 1822)",Coralera oruga,Lamellose coralshell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Buccinidae,54,Buccinum humphreysianum,"Bennet, 1824",Caracolillo de Humph,Humphrey's buccinum,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Gryphaeidae,55,Neopycnodonte cochlear,"(Poli, 1795)",Ostra,Spoon oyster,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiolidae,56,Sepiola rondeleti,"Leach, 1817",Globito grande,Robust bobtail,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,BUCCINIDAE,57,Conus balteatus,"(Alder, 1848)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Cardiidae,58,Laevicardium crassum,"(Gmelin, 1791)",Berberecho noruego,Norwegian egg cockle,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Cardiidae,59,Cerastoderma edule,"(Linnaeus, 1758)",Berberecho,Common edible cockle,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,NATICIDAE,61,Lunatia catena,"(Da Costa, 1778)",Lunero de collar,Chained moon-shell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Cardiidae,62,Acanthocardia echinata,"(Linnaeus, 1758)",Carneiro,Euro. prickly cockle,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiolidae,63,Neorossia caroli,"(Joubin, 1902)",Globito carolino,Carol bobtail,0.000000,0.000000,0.00,0.00,0.00,1,1,5704020701,16,
3,Pectinidae,64,Mimachlamys varia,"(Linnaeus, 1758)",Zamburiña,Variegated scallop,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiolidae,65,Sepietta oweniana,"(d'Orbigny, 1841)",Globito común,Common bobtail,0.000000,0.000000,0.00,0.00,0.00,2,1,5704020401,16,
3,Glossidae,66,Glossus humanus,"(Linnaeus, 1758)",Corazón de buey,Oxheart cockle,0.000000,0.000000,0.00,0.00,0.00,2,1,,15,
3,Veneridae,67,Callista chione,"(Linnaeus, 1758)",Almejón de sangre,Brown venus,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Calliostomatidae,68,Calliostoma zizyphinum,"(Linnaeus, 1758)",Peonza pintada,Painted top-shell,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiolidae,69,Sepiola aurantiaca,"Jatta, 1896",Globito dorado,Golden bobtail,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,LOLIGINIDAE,70,Alloteuthis spp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,15,
3,OCTOPODIDAE,71,Bathypolipus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,1,1,,16,
3,Octopodidae,72,Octopus salutii,"VÚrany, 1836",Pulpo araña,Spider octopus,0.000000,0.000000,0.00,0.00,0.00,1,1,5708010226,16,
3,BUCCINIDAE,73,Colus sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Sepiolidae,75,Rondeletiola minor,"(Naef, 1912)",,Lentil bobtail,0.000000,0.000000,0.00,0.00,0.00,2,1,5704020601,16,
3,Sepiolidae,76,Sepiola atlantica,"d'Orbigny, 1842",Sepiola,,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,Veneridae,77,Chamelea gallina,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,,78,Nudibranchia,,Nudibranqio,,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,CASSIDAE,79,Cassidae,"Latreille,1825",,helmet shells,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,BUCCINIDAE,81,Buccinidae,"Risso, 1826",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,TROCHIDAE,82,Trochidae,"Rafinesque,1815",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Arminidae,83,Armina tigrina,"Rafinesque, 1814",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Veneridae,84,Venus casina,"Linnaeus, 1758",Almeja,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,GASTEROPTIDAE,85,Gasteropteron rubrum,"Kosse, 1813",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,15,
3,Aplysiidae,87,Aplysia punctata,"(Cuvier, 1803)",Liebre de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,16,
3,Philinidae,88,Philine quadripartita,"Ascanius, 1772",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,TELLINIDAE,89,Macoma baltica,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,20,
3,Octopodidae,90,Scaeurgus unicirrhus,(Delle Chiaje [in de FÚru,pulpo,,0.000000,0.000000,0.00,0.00,0.00,2,1,5708010801,20,
3,Mactridae,91,Spisula solida,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Nuculidae,92,Nucula sulcata,"Bronn, 1831",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Dentaliidae,94,Antalis entalis,"(Linnaeus, 1758)",Diente de elefante,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,MURICIDAE,95,Trophonopsis sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,TELLINIDAE,96,Tellina donacina,"Linnaeus, 1758",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,MURICIDAE,97,Raphitoma sp.,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Astartidae,98,Astarte sulcata,"(da Costa, 1778)",Almejilla,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Octopodidae,99,Pteroctopus tetracirrhus,"(Delle Chiaje, 1830)",Pulpo,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,LOLIGINIDAE,100,Loligo sp.,,Calamares,Common squids,0.000000,0.000000,0.00,0.00,0.00,1,1,5706010100,15,
3,Pectinidae,101,Pseudamussium peslutrae,"(Linnaeus, 1771)",Vieira,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Drilliidae,102,Crassopleura maravignae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Arminidae,103,Armina maculata,"Rafinesque, 1814",Herminia,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Veneridae,104,Timoclea ovata,"(Pennant, 1777)",Almejilla,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Tellinidae,105,Arcopagia crassa,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,OVULIDAE,106,Aperiovula adriatica,,Caracola,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Epitoniidae,107,Epitonium clathrus,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Turritellidae,108,Turritella communis,"Risso, 1826",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pectinidae,109,Delectopecten vitreus,"(Gmelin, 1791)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Alloposidae,110,Haliphron atlanticus,"Steenstrup, 1861",,,0.000000,0.000000,0.00,0.00,0.00,1,1,,0,
3,Ancistrocheiridae,112,Ancistrocheirus lesueurii,"(d'Orbigny, 1842)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,114,Gastropoda,,gasterópodo,gasteropods,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,115,Neptunea despecta,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,OSTREIDAE,116,Ostreidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Mytilidae,117,Mytilus edulis,"Linnaeus, 1758",Mejillón,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Cuspidariidae,118,Cuspidaria cuspidata,"(Olivi, 1792)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Veneridae,119,Dosinia exoleta,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Epitoniidae,120,Epitonium turtonis,"(Turton, 1819)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Clathurellidae,121,Comarmondia gracilis,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Ovulidae,122,Pseudosimnia carnea,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Hiatellidae,123,Hiatella arctica,"(Linnaeus, 1767)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,SCAPHANDRIDAE,124,Roxania utricolis,"(Brocchi, 1814)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Mangeliidae,125,Mangelia costulata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,NATICIDAE,126,Lunatia pulchella,"(Risso, 1826)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,TURRIDAE,127,Bela sp,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Mactridae,128,Spisula subtruncata,"(da Costa, 1778)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Corbulidae,129,Corbula gibba,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Acteonidae,130,Acteon tornatilis,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Tellinidae,131,Tellina fabula,"Gmelin, 1791",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,TELLINIDAE,134,Tellinidae,"Blainville,1814",,tellins,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Dorididae,135,Doris verrucosa,"Linnaeus, 1758",Babosa de mar,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Fasciolariidae,136,Fusinus rostratus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Muricidae,137,Ocenebra erinaceus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pectinidae,138,Palliolum tigerinum,"(O. F. M³ller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,BUCCINAEA,139,Colus islandicus,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Semelidae,142,Abra alba,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,MACTRIDAE,143,Spisula eliptica,"(Brown, 1827)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,EPITONIIDAE,144,Epitonium sp.,"Röding,1798",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,FASCIOLARIIDAE,146,Fusinus sp.,"Rafinesque,1815",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,NASSARIIDAE,168,Tritia ovoidea,"(Locard, 1886)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Psammobiidae,170,Gari costulata,"(Turton, 1822)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Psammobiidae,171,Gari tellinella,"(Lamarck, 1818)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pectinidae,172,Aequipecten opercularis,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,VENERIDAE,173,Venerupis pullastra,"(Gmelin, 1791)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Veneridae,174,Clausinella fasciata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Mytilidae,175,Modiolus barbatus,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Cerithiidae,176,Bittium reticulatum,"(da Costa, 1778)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pectinidae,177,Flexopecten glaber,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pandoridae,178,Pandora pinna,"(Montagu, 1803)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Naticidae,179,Euspira nitida,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,,180,Opisthobranchia,,opistobranquio,sea slugs,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Capulidae,182,Capulus ungaricus,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,PECTINIDAE,185,Pectinidae,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Pectinidae,186,Palliolum striatum,"(O. F. M³ller, 1776)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Tellinidae,188,Arcopagia balaustina,"(Linnaeus, 1758)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Lucinidae,189,Myrtea spinifera,"(Montagu, 1803)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Nuculanidae,190,Saccella commutata,,,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
3,Cuspidariidae,191,Cuspidaria rostrata,"(Spengler, 1793)",,,0.000000,0.000000,0.00,0.00,0.00,2,1,,0,
